id,original_language,original_title,overview,release_date,title,vote_average,vote_count,belongs_to_collection,budget,genres,production_companies,production_countries,revenue,runtime,spoken_languages,tagline,cast,crew,keywords
951546,en,Reign of Chaos,"When the world is gripped by a plague unleashed by the evil lord Chaos, and humans are turned into rabid creatures, mankind can only be saved by three young women, descendants of a Goddess, with the power to stop Chaos' evil.",2022-04-12,Reign of Chaos,5.6,38,,10000.0,"['Action', 'Horror', 'Fantasy']","[{'name': 'Proportion Productions', 'origin_country': 'United Kingdom'}]",['United Kingdom'],100.0,77.0,['English'],Fight for your future.,"[{'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Rebecca Finch', 'character': 'Nicole', 'order': 0}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Ray Whelan', 'character': 'Erebus', 'order': 1}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Kate Milner Evans', 'character': 'Bjork', 'order': 2}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Mark Sears', 'character': 'Chaos', 'order': 3}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Peter Cosgrove', 'character': 'Rhodri', 'order': 4}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Carmina Cordelia', 'character': 'Crystal', 'order': 5}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Mike Kelson', 'character': 'Henry', 'order': 6}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Kate Lush', 'character': 'Joiner', 'order': 7}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Georgia Woodthorpe', 'character': 'Lindsay', 'order': 8}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Rita Siddiqui', 'character': 'Alina', 'order': 9}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Hattie Willow', 'character': 'Joiner', 'order': 10}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Darrell Griggs', 'character': 'Nyx', 'order': 11}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Kelly Juvilee', 'character': 'Joiner', 'order': 12}]","[{'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Becca Hirani', 'department': 'Directing', 'job': 'Director'}, {'gender': 'Not set/not specified', 'known_for_department': 'Writing', 'name': 'Tom Jolliffe', 'department': 'Writing', 'job': 'Writer'}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Becca Hirani', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Scott Chambers', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Camera', 'name': 'Ben Collin', 'department': 'Camera', 'job': 'Director of Photography'}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Becca Hirani', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Scott Chambers', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Jamie McGee', 'department': 'Visual Effects', 'job': 'VFX Artist'}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Becca Hirani', 'department': 'Production', 'job': 'Casting'}]","['chaos', 'dystopia', 'warrior woman']"
744276,en,After Ever Happy,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",2022-08-24,After Ever Happy,6.8,1163,"{'id': 702624, 'name': 'After Collection', 'poster_path': '/250ewaLutOJXqBBqMKxCHD1KpCL.jpg', 'backdrop_path': '/zZTy8G3sEVZNv0yGssgc7DvPUQJ.jpg'}",14000000.0,"['Romance', 'Drama']","[{'name': 'Voltage Pictures', 'origin_country': 'United States of America'}, {'name': 'Wattpad', 'origin_country': 'Canada'}, {'name': 'Vertical Entertainment', 'origin_country': 'United States of America'}, {'name': 'Ethea Entertainment', 'origin_country': 'United States of America'}, {'name': 'CalMaple Films', 'origin_country': 'United States of America'}]",['United States of America'],19200000.0,95.0,['English'],,"[{'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Josephine Langford', 'character': 'Tessa Young', 'order': 0}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Hero Fiennes Tiffin', 'character': 'Hardin Scott', 'order': 1}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Louise Lombard', 'character': 'Trish Daniels', 'order': 2}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Chance Perdomo', 'character': 'Landon Gibson', 'order': 3}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Rob Estes', 'character': 'Ken Scott', 'order': 4}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Arielle Kebbel', 'character': 'Kimberly ""Kim"" Vance', 'order': 5}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Stephen Moyer', 'character': 'Christian Vance', 'order': 6}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Mira Sorvino', 'character': 'Carol Young', 'order': 7}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Frances Turner', 'character': 'Karen Scott', 'order': 8}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Kiana Madeira', 'character': 'Nora', 'order': 9}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Carter Jenkins', 'character': 'Robert', 'order': 10}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Atanas Srebrev', 'character': 'Richard Young', 'order': 11}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Anton Kottas', 'character': 'Smith Vance', 'order': 12}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Emmenuel Todorov', 'character': 'Mike', 'order': 13}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Velizar Nikolaev Biney', 'character': 'Dr. West', 'order': 14}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Franklin Kendrick', 'character': 'Young Hardin', 'order': 15}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Ana Ivanova', 'character': 'Emery', 'order': 16}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Tosin Thompson', 'character': 'Janine', 'order': 17}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Jordan Peters', 'character': 'Mark', 'order': 18}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Jack Bandeira', 'character': 'James', 'order': 19}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Ryan Ol', 'character': 'Joe', 'order': 20}]","[{'gender': 'Female', 'known_for_department': 'Directing', 'name': 'Castille Landon', 'department': 'Directing', 'job': 'Director'}, {'gender': 'Female', 'known_for_department': 'Writing', 'name': 'Sharon Soboil', 'department': 'Writing', 'job': 'Writer'}, {'gender': 'Female', 'known_for_department': 'Writing', 'name': 'Anna Todd', 'department': 'Writing', 'job': 'Novel'}, {'gender': 'Male', 'known_for_department': 'Camera', 'name': 'Rob Givens', 'department': 'Crew', 'job': 'Cinematography'}, {'gender': 'Not set/not specified', 'known_for_department': 'Art', 'name': 'Iñigo Navarro', 'department': 'Art', 'job': 'Production Design'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Mark Canton', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Female', 'known_for_department': 'Production', 'name': 'Jennifer Gibgot', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Aron Levitz', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Courtney Solomon', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Brian Pitt', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Bob Shapiro', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Directing', 'name': 'Peter Mechkoff', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Hero Fiennes Tiffin', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Bob Shapiro', 'department': 'Production', 'job': 'Line Producer'}]","['based on novel or book', 'love', 'teenage crush']"
818397,en,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",2022-04-28,Memory,6.8,1433,,30000000.0,"['Action', 'Thriller', 'Crime']","[{'name': 'Black Bear Pictures', 'origin_country': 'United States of America'}, {'name': 'Welle Entertainment', 'origin_country': 'United States of America'}, {'name': 'Saville Productions', 'origin_country': 'United States of America'}, {'name': 'Open Road Films', 'origin_country': 'United States of America'}, {'name': 'Briarcliff Entertainment', 'origin_country': 'United States of America'}, {'name': 'STXfilms', 'origin_country': 'United States of America'}]",['United States of America'],13900000.0,114.0,"['English', 'Spanish']",His mind is fading. His conscience is clear.,"[{'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Liam Neeson', 'character': 'Alex Lewis', 'order': 0}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Guy Pearce', 'character': 'Vincent Serra', 'order': 1}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Taj Atwal', 'character': 'Linda Amistead', 'order': 2}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Harold Torres', 'character': 'Hugo Marquez', 'order': 3}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Monica Bellucci', 'character': 'Davana Sealman', 'order': 4}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Ray Stevenson', 'character': 'Detective Danny Mora', 'order': 5}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Stella Stocker', 'character': 'Maya', 'order': 6}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Antonio Jaramillo', 'character': 'Papa Leon', 'order': 7}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Louis Mandylor', 'character': 'Drunk Broker', 'order': 8}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Ray Fearon', 'character': 'Special Agent Gerald Nussbaum', 'order': 9}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Lee Boardman', 'character': 'Mauricio', 'order': 10}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Rebecca Calder', 'character': 'Wendy Van Camp', 'order': 11}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Natalie Anderson', 'character': 'Maryanne Borden', 'order': 12}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Atanas Srebrev', 'character': 'Dr. Joseph Myers', 'order': 13}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Scot Williams', 'character': 'Ellis Van Camp', 'order': 14}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Kate Nichols', 'character': ""Davana Sealman's Assistant"", 'order': 15}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Trevor Van Uden', 'character': 'SWAT Commander', 'order': 16}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Sigal Diamant', 'character': 'Serena', 'order': 17}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Doug Rao', 'character': 'Andy Villalobos', 'order': 18}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Daniel De Bourg', 'character': 'Willam Borden', 'order': 19}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Mia Sanchez', 'character': 'Beatriz Leon', 'order': 20}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Petar Kirilov', 'character': 'Cop', 'order': 21}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'J.R. Esposito', 'character': 'Ballard', 'order': 22}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Kalina Stancheva', 'character': 'Claudia', 'order': 23}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Josh Taylor', 'character': 'Randy Sealman', 'order': 24}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Vlado Mihailov', 'character': 'Coleman', 'order': 25}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Josh Macrena', 'character': 'Howe', 'order': 26}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Tudor Chirilă', 'character': 'Luis Matan', 'order': 27}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Sofia Soltess', 'character': 'Emma Van Camp', 'order': 28}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Lyubomir Bachvarov', 'character': 'Paul', 'order': 29}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Mariana Krumova', 'character': 'Madera Matan', 'order': 30}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Danaya Velinova', 'character': 'Marisol', 'order': 31}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Neda Spasova', 'character': 'Waitress', 'order': 32}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Devina Vassileva', 'character': 'Marisol', 'order': 33}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Dee', 'character': 'Bartender', 'order': 34}, {'gender': 'Female', 'known_for_department': 'Acting', 'name': 'Raluca Aprodu', 'character': 'Caregiver', 'order': 35}]","[{'gender': 'Male', 'known_for_department': 'Directing', 'name': 'Martin Campbell', 'department': 'Directing', 'job': 'Director'}, {'gender': 'Female', 'known_for_department': 'Production', 'name': 'Cathy Schulman', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Rupert Maconick', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Michael Heimler', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Arthur M. Sarkissian', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Teddy Schwarzman', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Production', 'name': 'Ben Stillman', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Peter Bouckaert', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Writing', 'name': 'Rudy Durand', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Female', 'known_for_department': 'Production', 'name': 'Pam Dixon', 'department': 'Production', 'job': 'Casting'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Dan Hubbard', 'department': 'Production', 'job': 'Casting'}, {'gender': 'Female', 'known_for_department': 'Production', 'name': 'Marianne Stanicheva', 'department': 'Production', 'job': 'Casting'}, {'gender': 'Male', 'known_for_department': 'Visual Effects', 'name': 'Ivo Jivkov', 'department': 'Visual Effects', 'job': 'Visual Effects Supervisor'}, {'gender': 'Female', 'known_for_department': 'Editing', 'name': 'Jo Francis', 'department': 'Editing', 'job': 'Editor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Production', 'name': 'Yanko Ushatov', 'department': 'Production', 'job': 'Line Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Production', 'name': 'Regina Seifert', 'department': 'Production', 'job': 'Associate Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'James Masciello', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Production', 'name': 'Matthew Sidari', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Tom Ortenberg', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Writing', 'name': 'Dario Scardapane', 'department': 'Writing', 'job': 'Screenplay'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Moshe Diamant', 'department': 'Production', 'job': 'Producer'}, {'gender': 'Male', 'known_for_department': 'Camera', 'name': 'David Tattersall', 'department': 'Camera', 'job': 'Director of Photography'}, {'gender': 'Male', 'known_for_department': 'Art', 'name': 'Wolf Kroeger', 'department': 'Art', 'job': 'Production Design'}, {'gender': 'Female', 'known_for_department': 'Costume & Make-Up', 'name': 'Irina Kotcheva', 'department': 'Costume & Make-Up', 'job': 'Costume Design'}, {'gender': 'Male', 'known_for_department': 'Sound', 'name': 'Photek', 'department': 'Sound', 'job': 'Original Music Composer'}, {'gender': 'Female', 'known_for_department': 'Art', 'name': 'Kess Bonnet', 'department': 'Production', 'job': 'Production Designer'}, {'gender': 'Male', 'known_for_department': 'Crew', 'name': 'Stanimir Stamatov', 'department': 'Crew', 'job': 'Stunt Coordinator'}, {'gender': 'Female', 'known_for_department': 'Crew', 'name': 'Paula Crickard', 'department': 'Crew', 'job': 'Post Production Supervisor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Nikolay Gachev', 'department': 'Visual Effects', 'job': 'Visual Effects Supervisor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Danail Hadzhiyski', 'department': 'Visual Effects', 'job': 'Visual Effects Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Dobri Georgiev', 'department': 'Visual Effects', 'job': 'Visual Effects Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Ran Manolov', 'department': 'Visual Effects', 'job': 'Visual Effects Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Milen Piskuliyski', 'department': 'Visual Effects', 'job': 'Visual Effects Producer'}, {'gender': 'Male', 'known_for_department': 'Sound', 'name': 'Ian Neil', 'department': 'Sound', 'job': 'Music Supervisor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Art', 'name': 'Tsvetoslav Yordanov', 'department': 'Art', 'job': 'Art Designer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Art', 'name': 'Nikolai Nikolov', 'department': 'Art', 'job': 'Set Designer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Art', 'name': 'Aleksandar Lozanov', 'department': 'Art', 'job': 'Set Designer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Art', 'name': 'Oana Panaite', 'department': 'Art', 'job': 'Set Decoration'}, {'gender': 'Not set/not specified', 'known_for_department': 'Art', 'name': 'Arta Tozzi', 'department': 'Art', 'job': 'Set Decoration'}, {'gender': 'Not set/not specified', 'known_for_department': 'Sound', 'name': 'Vladimir Kaloyanov', 'department': 'Sound', 'job': 'Sound Mixer'}, {'gender': 'Female', 'known_for_department': 'Costume & Make-Up', 'name': 'Mariana Love', 'department': 'Costume & Make-Up', 'job': 'Key Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Robyn Wheeler', 'department': 'Costume & Make-Up', 'job': 'Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Robyn Wheeler', 'department': 'Costume & Make-Up', 'job': 'Hairstylist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Letizia Carnevale', 'department': 'Costume & Make-Up', 'job': 'Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Cédric Kerguillec', 'department': 'Costume & Make-Up', 'job': 'Hairstylist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Valentin Vulov', 'department': 'Costume & Make-Up', 'job': 'Special Effects Key Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Valentin Vulov', 'department': 'Costume & Make-Up', 'job': 'Prosthetics'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Maria Stankovich', 'department': 'Costume & Make-Up', 'job': 'Special Effects Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Sofi Hvarleva', 'department': 'Costume & Make-Up', 'job': 'Makeup & Hair'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Atanas Temnilov', 'department': 'Costume & Make-Up', 'job': 'Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Bistra Kechedjieva', 'department': 'Costume & Make-Up', 'job': 'Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Vyara Vasileva', 'department': 'Costume & Make-Up', 'job': 'Makeup Artist'}, {'gender': 'Not set/not specified', 'known_for_department': 'Costume & Make-Up', 'name': 'Natalia Kamenova', 'department': 'Costume & Make-Up', 'job': 'Hairstylist'}, {'gender': 'Male', 'known_for_department': 'Visual Effects', 'name': 'Ivo Jivkov', 'department': 'Visual Effects', 'job': 'Special Effects Supervisor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Sound', 'name': 'Kris Casavant', 'department': 'Sound', 'job': 'Supervising Sound Editor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Sound', 'name': 'Ryan Nowak', 'department': 'Sound', 'job': 'Sound Designer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Mariano Melman Carrara', 'department': 'Visual Effects', 'job': 'Visual Effects Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Visual Effects', 'name': 'Momchil Donkov', 'department': 'Visual Effects', 'job': 'Visual Effects Producer'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Nikolay Pachov', 'department': 'Crew', 'job': 'Visual Effects Editor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Desislava Lazarova', 'department': 'Crew', 'job': 'Visual Effects Editor'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Angelina Hristova', 'department': 'Crew', 'job': 'Visual Effects Editor'}, {'gender': 'Male', 'known_for_department': 'Writing', 'name': 'Jef Geeraerts', 'department': 'Writing', 'job': 'Book'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Robert Simonds', 'department': 'Production', 'job': 'Executive Producer'}, {'gender': 'Male', 'known_for_department': 'Sound', 'name': 'Tapio Liukkonen', 'department': 'Sound', 'job': 'Foley Artist'}, {'gender': 'Female', 'known_for_department': 'Crew', 'name': 'Radka Petkova', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Male', 'known_for_department': 'Crew', 'name': 'Boyan Anev', 'department': 'Crew', 'job': 'Stunt Double'}, {'gender': 'Male', 'known_for_department': 'Production', 'name': 'Hristo Dimitrov', 'department': 'Crew', 'job': 'Stunt Double'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Aleksandra Dragova', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Dimiter Doichinov', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Male', 'known_for_department': 'Crew', 'name': 'Zahari Grozdanov', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Venelin Mishev', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Angel Karanyotov', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Radoslav Parvanov', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Not set/not specified', 'known_for_department': 'Acting', 'name': 'Ivan Neshev', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Female', 'known_for_department': 'Crew', 'name': 'Dessy Slavova', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Simeon Spasov', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Albena Sitnilska', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Male', 'known_for_department': 'Crew', 'name': 'Georgi Stanislavov', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Male', 'known_for_department': 'Acting', 'name': 'Mark Vasconcellos', 'department': 'Crew', 'job': 'Stunt Driver'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Kiril Todorov', 'department': 'Crew', 'job': 'Stunts'}, {'gender': 'Not set/not specified', 'known_for_department': 'Crew', 'name': 'Ivan Vodenicharov', 'department': 'Crew', 'job': 'Stunts'}]","['assassin', ""alzheimer's disease"", 'remake']"
